"Label","LOAN","MORTDUE","VALUE","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
"0",17000,31772,60289,6,0,0,189.23698365,0,13,31.125746532
"0",17000,134689,158661,NA,0,0,227.39546465,0,19,36.425571756
"0",17000,86341,133564,15,0,0,307.67385711,0,18,28.368210586
"0",17000,66894,75360,8,NA,NA,NA,NA,NA,25.260098683
"0",17000,27088,166437,7,0,0,306.67417105,0,27,26.156717881
"0",17000,70085,81598,7,0,0,117.19539923,1,20,21.981835715
"0",17000,97438,158780,0,0,0,210.91260341,1,18,38.796749949
"0",17000,45671,64516,27,0,0,246.17972137,0,13,25.701205603
"0",17000,6778,60065,0,0,0,326.51841443,0,5,38.836601841
"0",17000,26228,60979,7,0,0,188.24761053,0,13,29.628676491
"0",17000,63450,92816,10,0,0,NA,1,16,25.718671082
"0",17000,54780,93091,4,0,0,115.37533239,1,21,37.50862467
"0",17000,73184,96889,0,0,0,71.953791991,0,16,28.004398484
"0",17000,60483,85015,4,0,0,116.52526509,0,12,27.29874318
"1",17000,52663,82000,NA,NA,NA,NA,NA,NA,NA
"1",17000,36420,54375,1,1,0,77.7,1,18,NA
"0",17000,53058,74000,17,1,0,204.93333333,1,21,NA
"0",17000,23200,85000,9,0,0,149.06666667,1,21,NA
"0",17000,47000,112720,16,0,0,257.7,0,20,NA
"0",17000,86000,119600,12,NA,NA,137.46666667,NA,25,NA
"0",17000,12613,85000,21,0,0,226.36666667,3,41,NA
"0",17000,152900,191146,7.5,0,0,NA,2,16,NA
"0",17000,55820,88683,0.5,0,0,74.033333333,0,23,NA
"1",17000,74910,112375,41,0,0,95.2,3,28,NA
"1",17000,87600,110000,0.4,6,0,180.56666667,2,46,NA
"1",17000,52700,78000,2,0,0,62.9,0,10,NA
"1",17000,61000,127000,9,0,5,256.7,0,40,NA
"1",17000,62755,81180,19,2,0,134.93333333,2,28,NA
"1",17000,56800,82000,22,0,5,320.6,4,28,NA
"1",17000,89600,115000,20,NA,3,99.266666667,0,23,NA
"1",17000,48000,69000,25,0,0,351.03333333,3,24,NA
"1",17000,43000,63500,8,0,0,46.666666667,3,11,NA
"0",17000,118822,208429,3,0,0,206.73707131,0,16,25.87399085
"0",17000,96065,116416,14,0,0,125.67306046,2,8,34.756185805
"0",17000,97517,141718,2,NA,NA,128.41759793,3,15,31.166029443
"0",17000,51018,108148,0,NA,2,114.9462923,0,23,40.241259872
"1",17000,170636,188899,1,4,0,67.408284966,1,13,44.751572195
"0",17000,98451,138012,3,NA,NA,120.23893457,2,15,33.953593917
"0",17000,82662,111357,17,0,0,252.30598474,4,30,37.316119916
"0",17000,108154,134103,1,0,0,279.3611988,0,46,39.676976607
"0",17000,25638,128433,10,0,0,367.6645206,0,9,39.106896383
"0",17100,56791,94396,7,0,0,110.29408781,1,21,36.107340903
"0",17100,48471,71546,5,0,1,254.0957007,3,32,29.818743539
"0",17100,19126,88969,21,0,0,225.70628788,2,41,38.896378177
"0",17100,NA,96036,27,0,0,327.00179108,0,15,12.498669801
"0",17100,100082,119585,1,0,0,147.91580911,0,29,34.734277161
"0",17100,22162,128989,11,0,0,367.9970935,0,9,40.640916113
"0",17100,53983,73688,5,NA,NA,95.523512118,0,9,36.920385648
"0",17100,123463,160487,4,0,0,155.30076264,0,21,25.704127792
"0",17100,49951,111291,1,NA,2,151.10459247,1,23,39.487198141
"0",17100,74922,91187,0,0,0,80.582655587,0,16,26.767768842
"0",17100,59123,94247,0,0,0,70.016360231,0,22,37.195085532
"0",17100,46953,69086,6,0,0,165.62778833,2,11,29.249143602
"0",17100,43085,68758,7,0,1,103.68385576,3,49,30.3535487
"0",17100,92853,130864,6,NA,NA,244.72881087,3,41,37.492645631
"1",17100,32134,69131,3,0,0,209.19880045,0,6,38.632967001
"0",17100,54598,115838,14,0,0,247.29589655,0,20,25.632116425
"0",17100,NA,60781,8,0,0,101.01406133,0,14,27.719938143
"0",17100,27842,74459,NA,0,0,248.71878008,0,49,44.552154152
"0",17100,104652,169076,NA,1,NA,270.58121434,NA,23,38.465227693
"0",17100,117337,131575,16,0,0,177.62943226,0,17,39.176432459
"0",17100,91502,113251,18,0,0,289.95440059,0,16,24.458320606
"0",17200,51352,64386,27,0,0,295.9554144,1,17,36.787305949
"0",17200,62514,96633,25,1,0,224.76435905,1,24,36.702340701
"0",17200,59698,89715,9,0,0,NA,1,16,23.345623213
"0",17200,94937,133859,6,NA,NA,248.15887558,2,42,36.790875327
"0",17200,6126,88603,13,0,1,287.26088687,0,23,30.098796701
"0",17200,7044,57831,0,0,0,330.97090434,0,6,37.943315139
"0",17200,103519,118074,0,0,0,102.6786125,1,21,41.418352854
"0",17200,89507,121047,14,0,0,118.86613395,1,9,34.602827396
"0",17200,52011,65800,7,0,1,120.32397922,2,48,30.556511873
"0",17200,11950,170000,22,0,0,77.283384968,1,20,28.82169866
"0",17200,43996,79419,5,0,0,140.97340097,0,9,28.662173401
"0",17200,33073,85654,7,0,0,163.39478871,1,20,28.274888868
"1",17200,50742,71000,15,0,0,NA,0,0,NA
"0",17200,39316,66978,4,0,0,99.985975956,1,10,26.437084055
"1",17200,74402,NA,13,0,1,115.35303064,4,34,41.359036334
"1",17200,62108,NA,21,0,0,174.39613454,1,21,34.538925374
"0",17200,48999,76544,5,0,0,240.52274651,3,31,32.841753914
"0",17200,35116,60489,17,0,0,106.48623703,1,18,38.806240708
"0",17200,85977,109238,3,0,0,115.55751256,1,25,38.948918735
"0",17200,45900,68126,4,0,0,111.12595174,0,17,34.179046884
"0",17200,52276,69860,0,0,0,180.93148775,0,25,30.587966984
"0",17200,53849,102326,1,0,3,57.166745124,1,9,39.991154244
"0",17200,90567,118761,14,0,0,139.34017022,2,9,34.784870381
"0",17200,99204,119490,9,0,0,296.21148976,1,18,30.3013654
"0",17200,48427,66082,29,0,0,283.84875911,1,16,38.393634669
"0",17200,62840,92946,5,0,0,133.15948077,0,11,27.503540171
"0",17200,17234,43310,1,0,0,215.6075405,0,15,38.318514688
"0",17200,55254,118718,15,0,0,276.91108293,0,20,26.696158705
"0",17200,27230,82319,NA,0,0,249.21566716,1,50,43.756794085
"0",17300,40280,66319,4,0,0,101.32557693,2,9,27.975935447
"0",17300,91132,110440,10,0,0,147.55332445,2,19,36.427218736
"0",17300,51185,65537,6,0,1,129.83794119,3,49,29.311594064
"0",17300,35070,63862,16,0,0,125.13156939,1,17,37.936519649
"0",17300,79412,114906,17,0,0,247.3605705,4,30,36.536435564
"1",17300,73000,95000,5,2,1,90.3,6,30,NA
"0",17300,99064,156306,4,0,0,90.449522446,0,16,35.750060441
"0",17300,44031,79187,0,NA,1,299.70523733,1,10,35.986669908
"0",17300,20798,37980,2,0,0,219.30936478,0,16,37.763211014
"0",17300,90768,116052,13,0,0,120.24142622,2,9,35.81087795
"0",17300,65444,91244,8,0,0,202.04968272,0,19,21.573385223
"0",17300,65136,83847,6,0,0,127.09997366,0,20,24.5182717
"0",17300,110614,137552,6,0,0,85.232500724,0,13,31.344365522
"1",17300,73503,91842,0,0,6,142.33207559,1,32,46.902324378
"0",17300,91350,107834,3,0,0,118.13306488,0,24,37.610845011
"0",17300,65077,91991,0,2,3,114.02344238,2,26,35.90776048
"0",17300,96138,124066,1,NA,2,271.7823232,0,30,40.404506226
"0",17300,32736,49100,4,0,0,262.94843765,0,34,38.563080996
"0",17300,57358,71617,0,0,0,194.29333919,0,25,30.53780606
"0",17300,51107,64135,4,0,0,115.00219496,0,17,32.251086122
"0",17300,48132,78889,4,0,0,133.16768546,0,8,28.298227056
"0",17400,NA,48971,NA,NA,NA,345.00991859,NA,17,32.474319466
"0",17400,77350,101271,0,0,0,148.91622747,1,18,34.387028434
"0",17400,61035,90434,4,0,0,113.63599565,0,12,25.357194605
"0",17400,58941,88470,4,0,0,123.25705457,0,12,25.557593337
"0",17400,62824,82243,5,NA,NA,109.48274852,0,7,34.818444993
"0",17400,25859,43684,16,1,0,95.363068679,1,17,27.107619574
"0",17400,24687,37391,2,0,0,217.74427464,0,16,38.251392033
"0",17400,43110,73614,1,0,0,114.28918244,1,8,26.379108017
"0",17400,11147,166496,23,0,0,73.467517761,1,19,29.531664151
"0",17400,42876,66085,26,0,0,281.57815248,1,16,38.027521678
"0",17400,45861,61256,7,0,0,132.01922665,3,48,30.186567466
"1",17400,54161,75500,4,0,0,23.333333333,5,11,NA
"0",17400,44479,78121,1,0,0,117.3235888,0,9,27.133989435
"0",17400,97072,155146,0,0,0,204.16561629,0,19,40.507964774
"1",17400,96590,112115,0,6,0,178.65958941,2,46,41.117887486
"0",17400,113890,135146,16,0,0,174.10145958,1,17,37.6335491
"0",17400,49765,66782,27,0,0,272.59048247,1,16,39.383064504
"0",17400,25844,83229,NA,0,0,247.76164585,0,50,43.701331235
"0",17400,123579,168243,4,0,0,146.3520808,0,20,26.603511505
"0",17400,166345,202989,10,0,0,276.06634632,0,37,24.356593557
"0",17400,55575,78661,17,1,0,198.98960053,1,20,38.991431366
"0",17400,102228,115898,0,0,0,144.19816755,0,30,35.114150348
"0",17400,56111,114521,2,NA,2,154.85552388,1,24,38.695083557
"0",17400,64163,84948,12,0,2,172.71116574,0,13,27.979694402
"1",17400,79623,113658,0,0,2,212.12914517,2,25,35.106719635
"0",17500,92986,114276,13,0,0,116.96135784,2,8,36.251385732
"0",17500,99853,163401,0,0,0,208.46227619,1,18,37.82861717
"0",17500,17889,94453,19,0,0,244.3562274,2,41,35.744770886
"0",17500,101354,117209,1,0,0,136.15822253,0,30,36.851723302
"0",17500,133243,154513,NA,0,0,217.03704869,0,18,37.462991964
"1",17500,76100,98500,5,10,1,59.833333333,5,16,NA
"0",17500,49968,68025,3,0,0,126.07945262,0,18,34.10902705
"0",17500,73071,94267,1,0,0,160.45470053,3,19,32.276809318
"0",17500,153839,194027,7,0,0,NA,1,15,29.113651196
"0",17500,51102,69532,5,0,0,108.31608023,2,49,31.495945715
"0",17500,100642,138550,3,NA,NA,115.07594761,3,16,32.176380263
"1",17500,110603,142000,1,1,0,163.06666667,3,25,NA
"1",17500,56647,78000,11,3,2,92.3,7,29,NA
"1",17500,68000,133015,19,1,1,177.5,5,21,NA
"0",17500,46636,72908,7,0,0,110.23090719,3,15,41.512292086
"0",17500,90221,113564,19,0,0,265.18462525,1,17,27.029438967
"0",17500,85183,108948,4,0,0,125.10948564,1,25,37.103025992
"0",17500,61524,87188,3,0,0,115.80866085,1,13,25.401570002
"1",17500,91000,116000,0.5,0,0,188.73333333,3,26,NA
"0",17500,87294,114031,15,0,0,147.09858349,2,8,34.467940003
"0",17500,103562,130613,1,0,0,288.00847827,0,47,39.358357532
"0",17500,102858,138977,2,NA,NA,100.28121919,2,15,31.669319454
"0",17500,23288,94904,8,0,0,145.12073677,0,20,29.675382217
"0",17600,39057,50933,6,0,0,239.20163009,1,35,39.301070716
"0",17600,53707,80407,17,1,0,185.97822083,0,21,36.494053926
"0",17600,NA,96188,NA,0,0,181.29504647,0,9,30.879317294
"0",17600,56090,103992,1,0,2,46.875135751,1,10,39.081826438
"0",17600,62996,86817,12,0,1,152.78264779,0,14,29.203654576
"0",17600,73354,96526,0,0,0,147.13452582,1,18,33.052493205
"0",17600,72232,103081,1,0,0,143.96715312,0,18,36.309962492
"0",17600,79122,96116,1,0,0,152.44371441,1,18,35.589662601
"1",17600,76043,95605,3,2,1,85.04333493,6,30,47.840295122
"0",17600,44571,66088,2,0,0,126.09038158,0,17,30.871901786
"0",17600,NA,45119,NA,NA,NA,354.73591921,NA,17,34.495046658
"0",17600,29201,41396,19,0,0,89.20252735,1,16,23.93494584
"0",17600,67285,90816,1,1,2,104.59286688,2,25,35.592253541
"0",17600,64857,82449,1,0,0,312.88247401,3,15,43.478862555
"0",17600,59347,68667,0,0,0,185.27496096,0,25,30.052323948
"0",17600,71983,97939,1,0,0,144.36621588,3,19,29.808589765
"0",17600,106381,134476,0,0,0,294.07325413,0,47,38.581658717
"0",17600,62198,101183,21,0,0,230.7167135,1,23,39.139756562
"0",17600,71366,87862,5,0,0,116.79668509,0,20,23.400137117
"0",17600,39063,54561,17,0,0,107.94381754,1,17,38.919210327
"0",17600,48487,65665,6,0,0,100.17400375,2,15,43.769684913
"0",17600,NA,66000,7,0,0,111.78570044,0,14,27.090894722
"0",17600,88661,114922,13,0,0,152.75401017,1,7,36.766273628
"0",17600,61093,97551,0,0,0,75.060829426,0,22,35.562993202
"0",17700,10847,94611,14,0,1,271.39666705,0,22,27.283395304
"0",17700,17480,41055,1,0,0,196.1319389,0,15,37.923659517
"0",17700,64964,88856,5,0,0,114.66761831,0,19,21.933006318
"0",17700,111612,128416,14,0,0,169.73348753,0,17,39.770628448
"0",17700,93302,116668,20,0,0,283.04094598,0,16,25.225910201
"0",17700,50886,106673,2,0,2,57.090659606,1,10,40.85911311
"0",17700,60260,90196,11,0,1,177.85484553,0,14,29.60717111
"0",17700,36253,57420,3,0,0,267.78350875,1,34,37.934570083
"0",17700,NA,56402,3,0,0,91.04574898,2,8,38.685506283
"0",17700,107395,133433,6,0,0,96.157561735,0,13,27.592277381
"0",17700,71399,96588,7,0,0,83.59853183,0,16,33.626585668
"0",17700,98476,136319,2,NA,NA,110.73572859,3,16,32.221024839
"0",17700,85150,113104,11,0,0,148.0652591,2,19,38.962872064
"1",17700,58016,76416,4,0,0,28.011491753,5,10,41.463373328
"0",17700,47064,71698,3,0,0,244.51806442,3,32,30.403203826
"0",17700,NA,55796,1,0,0,85.183412567,2,8,40.20948611
"0",17700,56375,90435,0,0,0,70.225870315,0,23,36.023276773
"0",17700,72911,97317,1,0,0,82.39838379,0,17,25.329250867
"0",17700,82302,111228,4,0,0,118.4559036,0,25,37.160561204
"0",17800,61494,85864,2,0,0,303.83765082,3,15,40.246312084
"0",17800,38770,64357,17,0,0,282.9357846,0,21,27.97949547
"0",17800,39686,67246,5,0,0,114.18355498,1,10,27.575809699
"0",17800,83080,108348,1,0,0,132.6098608,0,25,36.459087678
"0",17800,NA,95639,NA,0,0,179.84935161,1,9,33.142257222
"0",17800,107736,113100,1,0,0,135.12322489,2,20,38.937112238
"0",17800,56956,74305,0,0,0,187.18332939,0,24,31.817471916
"0",17800,60611,89943,29,0,0,208.46653704,0,21,30.813240588
"0",17800,58942,91483,5,0,0,123.73667435,0,13,28.155959991
"0",17800,68889,85642,0,2,2,105.76796088,2,25,34.629922009
"0",17800,100277,163702,NA,1,NA,256.85447121,NA,24,36.354036449
"0",17800,51689,115660,16,0,0,270.04499102,0,19,27.467001805
"0",17800,137169,182280,12,0,0,241.37530714,0,21,28.846448119
"0",17800,13839,171378,23,0,0,86.702624803,2,21,31.359609533
"0",17800,13660,173360,23,0,0,78.838898801,2,21,30.062792323
"0",17800,8642,88369,13,0,0,265.02210303,0,22,26.480792368
"0",17800,36902,57622,9,0,0,121.87970265,0,10,19.142116568
"0",17800,54003,116434,18,0,0,268.71530396,0,19,24.251971765
"0",17800,69306,94504,7,0,0,85.850829978,0,15,32.294216902
"0",17800,56432,157665,20,0,0,238.16689863,0,27,20.079334384
"0",17800,44326,79651,4,0,0,246.7969491,3,32,32.509012068
"1",17900,70046,135917,1,1,2,138.01100827,0,16,38.289202295
"0",17900,37265,53214,2,0,0,259.96383104,0,34,39.831500564
"0",17900,62697,89848,7,0,0,113.05889691,0,19,24.072191356
"0",17900,72501,94488,1,0,0,162.38956192,3,19,29.961189014
"0",17900,97335,167384,NA,0,NA,250.48710842,NA,24,39.15632328
"0",17900,63559,81536,13,0,3,176.87076849,0,13,26.189767088
"0",17900,66823,91680,0,0,0,89.43649279,0,18,27.710657289
"0",17900,38233,63578,6,1,0,79.1215828,2,9,26.518830695
"0",17900,70444,95860,7,NA,NA,95.684254766,0,11,38.142822739
"1",17900,96450,135822,6,0,1,90.3,6,5,NA
"0",17900,102054,143103,5,NA,NA,125.85853903,2,16,32.847435051
"0",17900,56273,111507,1,NA,2,123.02256355,1,23,39.491487113
"1",17900,51080,92051,10,0,0,117.08978536,0,31,42.373232999
"0",17900,46342,68029,26,1,0,279.00708055,1,17,36.07297543
"0",17900,110332,130756,2,0,1,288.65558416,1,47,41.946375198
"0",17900,68779,98623,1,0,0,83.861641243,0,17,26.405666645
"1",17900,NA,31953,10,0,1,74.429307591,1,2,29.975603348
"0",18000,68000,98898,10,0,0,206.96666667,2,13,NA
"0",18000,49255,61752,8,0,0,122.06196718,3,49,30.033722382
"0",18000,62216,85503,3,0,0,307.25070127,2,15,41.439390666
"0",18000,97523,130166,5,NA,NA,247.97282353,3,42,40.591687385
"0",18000,63508,94991,1,0,0,155.88472429,0,25,23.58566428
"0",18000,65836,100292,22,0,0,237.10163194,0,24,36.33819671
"0",18000,NA,53365,NA,NA,NA,340.46080102,NA,17,30.575650029
"0",18000,72152,102671,7,0,0,84.639348205,0,16,32.886875225
"0",18000,88509,112933,4,0,0,150.80236935,1,21,23.200941214
"0",18000,84824,115146,21,0,0,293.98043579,0,16,27.097523474
"0",18000,23252,50750,16,0,0,180.6,1,20,NA
"0",18000,46865,61266,5,0,0,102.59467389,2,9,26.353753375
"0",18000,105000,172500,6,0,0,219.16666667,4,24,NA
"0",18000,23000,46000,0.2,NA,NA,312.53333333,NA,25,NA
"0",18000,7051,66200,NA,0,0,250.56666667,0,22,NA
"0",18000,88000,131300,14,0,0,179.56666667,2,26,NA
"0",18000,124000,195000,13,0,0,202.9,0,22,NA
"0",18000,94554,119000,1,0,1,308.46666667,1,20,NA
"0",18000,90000,120600,25,0,0,272.93333333,3,17,NA
"0",18000,45000,68500,10,0,0,190.8,1,42,NA
"0",18000,56000,78000,4,0,0,108.53333333,0,16,NA
"1",18000,62000,160800,15,0,0,129.83333333,1,11,NA
"1",18000,12900,21500,5,3,0,109.56666667,0,33,NA
"1",18000,57988,86970,16,0,0,165.33333333,2,14,NA
"1",18000,99401,140000,8.9,2,0,150.1,3,20,NA
"1",18000,39005,60000,10,2,0,112.63333333,5,5,NA
"1",18000,47000,69000,6,3,2,110.63333333,2,24,NA
"0",18000,52301,79959,1,NA,1,290.2806482,0,9,37.16369797
"0",18000,55169,114786,2,NA,2,120.15410625,0,24,37.547732856
"0",18000,100822,118817,0,0,0,126.42643974,0,30,37.877411067
"1",18000,48724,72654,7,0,0,62.088605958,0,4,31.570298921
"0",18000,161413,196860,7,0,0,NA,2,16,30.778166837
"0",18000,90275,135792,13,0,0,178.66176401,1,26,33.336960792
"0",18000,74162,89823,0,2,1,121.76146583,1,26,34.025207507
"1",18000,114000,147140,5,0,0,122.73333333,2,13,NA
"0",18000,50409,78404,9,0,0,191.28207894,0,42,39.483023972
"0",18000,54196,71412,10,0,0,189.87427039,1,42,37.352105103
"0",18000,41814,62845,27,0,0,244.88185992,0,14,23.537045228
"0",18000,NA,97026,NA,0,0,182.59781573,1,9,30.675510367
"0",18000,107546,176314,6,0,0,218.01938613,3,23,40.15214366
"0",18100,81916,104048,0,0,0,154.4259959,0,18,33.678025773
"0",18100,144692,183630,11,0,0,256.2054726,0,21,27.384116512
"0",18100,53524,102133,0,0,3,52.94238739,1,9,40.616797274
"0",18100,46145,72200,11,0,0,178.19207766,0,42,40.574022482
"1",18100,23590,215548,10,7,2,136.5300202,10,41,33.272297524
"0",18100,57864,164069,19,0,0,247.54527102,0,27,21.469271809
"0",18100,71814,89941,10,0,0,83.167810785,3,11,32.285405494
"0",18100,62783,86066,0,0,0,293.35858684,2,15,43.617714297
"0",18100,89454,119019,13,0,0,127.24619628,1,8,37.525272691
"0",18100,112832,182418,8,0,0,230.07213106,3,23,40.298698909
"0",18100,95322,119643,2,0,0,313.60338664,1,20,42.119285302
"0",18100,22203,138057,8,0,0,356.90906747,1,10,40.874382077
"0",18100,73356,86885,10,0,0,73.746710533,3,12,31.571018889
"0",18100,27186,77694,NA,0,0,249.4133616,0,50,43.727930478
"0",18100,27239,39723,17,0,0,111.53221405,1,16,24.449452808
"0",18100,23928,55734,17,0,0,175.89535449,0,19,37.945522273
"0",18100,32554,92419,8,0,0,164.90961318,1,20,29.016609979
"0",18100,18611,171194,5,0,0,313.03794532,0,26,27.199154012
"0",18200,50250,72000,10,2,0,75.066666667,3,28,NA
"0",18200,93702,158647,4,0,1,96.177793274,0,16,34.709935978
"0",18200,16386,170310,23,0,0,73.007277303,2,20,29.804601445
"1",18200,67809,89339,0,3,0,102.46098622,2,19,38.345340781
"0",18200,13925,94898,22,0,0,223.90191801,2,41,35.998225405
"0",18200,34593,56658,15,0,0,126.04800979,1,18,36.926634786
"0",18200,49653,159076,20,0,0,231.54972268,0,27,20.415931614
"0",18200,94727,136877,15,0,0,168.95996818,2,26,36.056437467
"1",18200,55406,78682,NA,0,0,122.71770946,0,39,33.693831299
"0",18200,4447,21510,NA,0,0,67,2,19,NA
"1",18200,139000,171350,0.1,0,1,102.5,7,18,NA
"0",18200,97146,124195,24,0,0,278.3074217,2,17,32.721694978
"0",18200,61690,89963,15,0,2,157.40967898,0,14,27.946675965
"0",18200,61554,94510,2,0,0,161.35269333,0,24,23.896554711
"0",18200,4927,30198,NA,0,0,89.599838668,1,19,41.230526879
"0",18200,53646,156048,20,0,0,232.29712557,0,27,20.856067533
"0",18200,120966,208782,4,0,0,202.53433338,0,17,27.436646043
"0",18200,62141,90434,0,0,0,69.410776649,0,22,35.357287245
"0",18200,68743,92112,0,0,0,95.34376502,0,16,26.692666627
"1",18200,95091,113294,15,0,3,188.50461695,0,36,78.654386048
"0",18200,78077,105522,0,0,0,278.44302157,2,22,38.939650897
"0",18200,63852,93356,1,0,0,181.91176992,0,31,33.209409246
"0",18200,39109,62371,25,0,0,268.19826067,0,13,24.748181035
"0",18200,57980,79265,16,0,0,194.05429283,0,20,37.725760606
"0",18300,40018,65355,16,1,0,287.97462979,0,21,28.362882965
"0",18300,90337,103864,3,0,0,118.53458669,0,25,39.720488984
"0",18300,109437,114900,1,0,0,138.17185084,1,20,38.332316894
"0",18300,55584,95236,10,0,0,NA,1,15,24.590633188
"0",18300,121001,210685,2,0,0,192.97728543,0,16,26.860500326
"0",18300,26982,59552,15,0,0,183.61441489,1,19,36.299617975
"0",18300,63351,87645,1,0,0,324.614647,3,15,43.90230255
"0",18300,109192,139384,6,0,0,122.86557582,0,14,29.397593104
"0",18300,90099,118545,12,0,0,140.51585064,3,18,38.899231691
"0",18300,31427,60249,16,0,0,110.55227739,0,18,40.00125599
"0",18300,35975,60500,13,0,2,118.66666667,1,22,NA
"1",18300,60100,82506,10,3,1,171.46666667,2,64,NA
"0",18300,73510,95132,0,0,0,86.684295749,0,17,25.244046294
"0",18300,93728,153093,5,0,0,109.33710593,0,16,36.213987487
"0",18300,68096,99051,1,0,0,85.843161697,0,17,27.633516483
"0",18300,68517,97151,7,0,0,77.521818836,0,15,32.004056088
"0",18300,12169,93564,13,0,1,274.48139853,0,23,30.269218177
"0",18300,89455,124840,13,NA,NA,148.76466054,NA,24,29.962401502
"0",18300,67550,95440,3,0,0,154.15011358,0,25,22.854999265
"0",18400,68655,94322,8,0,0,76.794701258,0,15,32.74121014
"0",18400,89101,118748,7,0,0,153.84976303,2,21,21.76282696
"0",18400,65519,89276,0,1,2,123.09855199,2,26,36.354203237
"1",18400,88352,110216,1,0,0,376.72364282,3,31,47.830671133
"0",18400,94280,122172,23,0,0,280.04883361,2,16,33.363528658
"0",18400,63569,95729,23,0,0,237.2759487,0,23,38.41536702
"0",18400,61049,96397,2,0,0,80.155757172,0,23,35.425579192
"0",18400,99902,125249,26,0,0,294.42411801,2,16,33.488547383
"1",18400,72718,98065,8,0,0,119.05781713,0,19,35.364128433
"1",18400,116228,148722,1,0,0,159.16923466,2,25,38.079761822
"0",18400,110580,137926,6,0,0,93.432749909,0,13,29.116887715
"0",18400,94952,129177,12,NA,NA,140.48070351,NA,24,29.967505846
"0",18400,83548,111626,9,0,0,163.85439342,3,17,37.078117787
"0",18400,16756,66340,NA,0,0,239.84485263,0,21,38.662629402
"0",18400,40673,60418,27,0,0,247.64957888,0,13,24.980298956
"0",18400,41730,59750,6,1,0,109.96140649,1,10,27.911845443
"0",18400,48970,69559,20,0,0,178.01583301,0,23,39.707988067
"0",18400,75491,101745,0,0,0,279.37005066,1,20,38.750299661
"1",18400,43188,68876,NA,0,0,199.00057602,6,25,41.006103287
"0",18400,62300,95869,2,0,0,172.75912343,1,31,35.189447274
"0",18500,57174,91772,4,0,0,129.66321658,0,13,28.904478844
"0",18500,46555,69186,19,0,0,187.23013253,0,22,38.188143858
"0",18500,NA,94125,NA,1,0,178.64563647,0,11,30.931410217
"0",18500,26389,85552,7,0,0,152.04065885,1,21,27.356208077
"0",18500,14517,95150,11,0,0,272.03410245,0,22,27.478583037
"0",18500,102472,115719,0,0,0,120.09026456,0,30,34.243440963
"0",18500,10934,66367,1,0,0,326.56732823,0,5,38.151671011
"0",18500,14111,71628,NA,0,0,246.99093051,0,22,39.611541723
"0",18500,65165,90805,2,0,0,160.73226514,0,25,25.372047645
"0",18500,81938,106187,2,0,0,282.90060926,1,21,40.038841103
"0",18500,23618,37539,1,0,0,199.7237771,0,15,36.982729198
"0",18500,67686,95949,9,0,0,78.949070691,0,16,31.808242985
"0",18500,42683,68000,3,0,0,229.3,0,12,NA
"0",18500,67290,95750,NA,2,1,237.1,2,14,NA
"0",18500,71000,95000,6,0,0,71,7,24,NA
"0",18500,49367,71485,10,0,0,175.38704889,1,42,37.772221651
"0",18500,99474,127470,22,0,0,287.00225626,3,16,30.996027629
"0",18500,38145,59415,25,0,0,241.89735737,0,14,23.870792259
"0",18500,90150,122767,12,NA,NA,135.57297776,NA,25,33.46387238
"0",18600,72860,90347,0,1,1,104.04046687,2,26,36.025925278
"1",18600,73473,105848,9,0,4,186.71283572,1,14,27.646036576
"0",18600,84874,115759,9,0,0,146.06981083,3,18,39.834319933
"0",18600,47199,70134,8,0,0,86.558860141,3,15,43.507938545
"1",18600,23850,61808,12,0,0,46.946164052,0,8,40.852927503
"0",18600,60709,89683,1,0,0,316.31385839,2,16,43.756566038
"0",18600,58992,86816,4,0,0,103.50429531,0,16,40.956598244
"0",18600,96993,134785,14,0,0,173.89751303,2,25,33.363269718
"0",18600,23792,79716,NA,0,0,238.78983667,0,50,42.127124258
"0",18600,14167,71194,NA,0,0,264.01712414,0,21,40.246901138
"0",18600,98200,123662,0,NA,3,241.64223157,0,29,41.05065735
"0",18600,100144,153751,4,0,0,93.662170489,0,16,34.892733618
"0",18600,20915,40098,2,0,0,213.45053689,0,16,40.250033734
"0",18600,38674,63641,23,0,0,245.04937197,0,13,25.180989842
"0",18600,50167,96312,5,0,0,128.33943385,1,21,36.377322201
"0",18600,39783,59196,17,0,0,279.81006654,0,21,29.774806835
"0",18600,119741,212530,4,1,0,202.28857763,0,17,27.07376116
"0",18600,48711,69611,2,0,0,130.25313366,0,17,33.691188019
"1",18600,64248,82690,0,1,0,89.189005469,0,23,53.848219887
"0",18600,49385,70220,6,0,0,229.474919,2,32,30.731396529
"0",18600,57300,8000,6,NA,NA,68,1,17,NA
"0",18600,132785,155644,NA,0,0,225.72750616,0,20,37.32857399
"0",18600,43438,69441,1,0,0,229.2744494,0,11,35.800071424
"0",18600,NA,95085,NA,0,0,175.78799489,1,10,32.250915334
"0",18600,NA,20700,6,0,0,104.53333333,1,19,NA
"0",18600,80970,101244,0,0,0,272.88259897,2,20,39.808993217
"0",18600,15243,172611,25,0,0,73.441538538,2,21,29.095882796
"1",18600,51936,75278,3,0,0,199.80175424,0,21,36.995645842
"0",18600,96476,119780,0,NA,2,264.15312468,0,29,40.805743364
"0",18700,37883,64763,25,0,0,236.99683653,0,13,23.621203075
"0",18700,58498,90135,30,0,0,199.10927232,0,21,33.182239494
"0",18700,65458,84639,0,1,2,97.146544029,2,25,33.690687903
